anchor_APE-A_atoms,anchor_APE-E_atoms,anchor_APE-P_atoms,anchor_DFG-D_atoms,anchor_DFG-F_atoms,anchor_DFG-G_atoms,anchor_motif,ape_motif_start_resi,ape_resi,chain,chain_key,dfg_resi,dfg_spatial,dihedral,expected_loop,flank_rmsd,flank_rmsd_addendum,gene,group,idx,ligand_type,loop_length,membership,n_loop_present,needs_v9_1_retrain,ood,pdb,recon_rmsd,source,z0,z1
,,,,,,APE,,,,8SE4B,,DFGin,ABAminus,,4.928563899292148,,PRKCB,AGC_PRKCB_HUMAN,,Type1,28,,,False,True,,1.6190037727355957,v9_addendum_comprehensive,131.12368774414062,97.69393157958984
,,,,,,APE,,,,8SE2A,,DFGin,ABAminus,,4.900415683038381,,PRKCB,AGC_PRKCB_HUMAN,,No_ligand,28,,,False,True,,1.6198816299438477,v9_addendum_comprehensive,132.59811401367188,89.27874755859375
,,,,,,PPE,,,,6DI5A,,DFGin,BLBplus,,4.182978958190964,,BTK,TYR_BTK_HUMAN,,Type1.5_Back,29,,,False,True,,1.620671272277832,v9_addendum_comprehensive,-13.857850074768066,-2.1951680183410645
,,,,,,PPE,,,,6EP9A,,DFGin,BLBplus,,4.239573508128754,,BTK,TYR_BTK_HUMAN,,Type1,29,,,False,True,,1.6206721067428589,v9_addendum_latent,-14.825414657592772,-2.3893368244171143
,,,,,,APE,,,,8SCVA,,DFGin,BLAminus,,5.483193685943939,,IRAK4,TKL_IRAK4_HUMAN,,Type1,30,,,False,True,,1.6214120388031006,v9_addendum_comprehensive,68.73641204833984,70.38079833984375
,,,,,,PPE,,,,5ZZ4A,,DFGin,BLBplus,,4.303828739424957,,BTK,TYR_BTK_HUMAN,,Type1,29,,,False,True,,1.6214823722839355,v9_addendum_latent,-15.0678129196167,-2.8676109313964844
,,,,,,PPE,,,,2BFYB,,DFGin,ABAminus,,4.843539929404454,,AURKBA,CAMK_AURKBA_XENLA,,Type1,26,,,False,True,,1.6215667724609375,v9_addendum_latent,96.85585021972656,172.06851196289062
,,,,,,ALE,,,,4G5PA,,DFGin,BLAminus,,4.599096226035574,,EGFR,TYR_EGFR_HUMAN,,Type1,30,,,False,True,,1.621927261352539,v9_addendum_latent,87.95966339111328,42.24817657470703
,,,,,,ALE,,,,4RIYD,,DFGin,None,,4.519756598216373,,EGFR,TYR_EGFR_HUMAN,,ATPlike,30,,,False,True,,1.6223647594451904,v9_addendum_comprehensive,88.46060180664062,43.593597412109375
,,,,,,ALE,,,,5HG8A,,DFGout,BBAminus,,4.537836055299129,,EGFR,TYR_EGFR_HUMAN,,Type1,30,,,False,True,,1.6225671768188477,v9_addendum_latent,93.70557403564452,46.07869338989258
,,,,,,PPE,,,,8U2EA,,DFGin,BLBplus,,4.22609556663746,,BTK,TYR_BTK_HUMAN,,Type1,29,,,False,True,,1.6232008934020996,v9_addendum_latent,-14.95189094543457,-3.4392216205596924
,,,,,,PPE,,,,7KXQA,,DFGin,BLBplus,,4.262607323517009,,BTK,TYR_BTK_HUMAN,,Type1,29,,,False,True,,1.6237542629241943,v9_addendum_comprehensive,-15.365398406982422,-1.3023338317871094
,,,,,,ALE,,,,3IKAA,,DFGin,ABAminus,,4.530616324318946,,EGFR,TYR_EGFR_HUMAN,,Type1,30,,,False,True,,1.6242966651916504,v9_addendum_latent,91.87682342529295,44.234561920166016
,,,,,,ALE,,,,3W2OA,,DFGin,BLAminus,,4.55773660649886,,EGFR,TYR_EGFR_HUMAN,,Type1.5_Front,30,,,False,True,,1.6243104934692385,v9_addendum_latent,85.7847671508789,43.52955627441406
,,,,,,ALE,,,,4I21B,,DFGout,None,,4.519102435378944,,EGFR,TYR_EGFR_HUMAN,,No_ligand,30,,,False,True,,1.624819278717041,v9_addendum_comprehensive,86.53934478759766,42.20830154418945
,,,,,,ALE,,,,7SI1A,,DFGin,BLAminus,,4.592902344081327,,EGFR,TYR_EGFR_HUMAN,,No_ligand,30,,,False,True,,1.6250264644622805,v9_addendum_comprehensive,88.65315246582031,41.86625289916992
,,,,,,PPE,,,,4DEAA,,DFGin,ABAminus,,4.893697215319845,,AURKA,CAMK_AURKA_HUMAN,,Type1,26,,,False,True,,1.6257379055023191,v9_addendum_comprehensive,24.522933959960938,42.97915649414063
,,,,,,PPE,,,,5P9GA,,DFGin,BLBplus,,4.214851639727667,,BTK,TYR_BTK_HUMAN,,Type1,29,,,False,True,,1.6267293691635132,v9_addendum_latent,-14.94650173187256,-2.1436755657196045
,,,,,,ALE,,,,9GHTA,,DFGin,BLAminus,,4.525847285120793,,EGFR,TYR_EGFR_HUMAN,,Type1,30,,,False,True,,1.6270467042922974,v9_addendum_latent,89.24112701416016,44.25510025024414
,,,,,,PPE,,,,5OROA,,DFGin,BLAminus,,4.86443709355888,,AURKA,CAMK_AURKA_HUMAN,,"ATPlike,Allosteric",26,,,False,True,,1.6270971298217771,v9_addendum_litsearch,30.90130043029785,36.97703170776367
,,,,,,PPE,,,,6Z4XB,,DFGin,None,,4.594489311263562,,CDK7,CMGC_CDK7_CHATD,,ATPlike,28,,,False,True,,1.6271706819534302,v9_addendum_comprehensive,64.85113525390625,106.19219970703124
,,,,,,ALE,,,,2JIUA,,DFGin,BLAminus,,4.564857695501147,,EGFR,TYR_EGFR_HUMAN,,Type1,30,,,False,True,,1.627795934677124,v9_addendum_comprehensive,89.02054595947266,43.58763122558594
,,,,,,ALE,,,,9BY4A,,DFGin,BLAminus,,4.566966060554707,,EGFR,TYR_EGFR_HUMAN,,"Allosteric,Type1,Allosteric,Type1",30,,,False,True,,1.6280605792999268,v9_addendum_latent,91.4044952392578,43.978981018066406
,,,,,,APE,,,,9CKOA,,DFGin,ABAminus,,4.1886094895215615,,GRK5,AGC_GRK5_HUMAN,,Type1,27,,,False,True,,1.6288394927978516,v9_addendum_comprehensive,145.4349365234375,162.3323974609375
,,,,,,ALE,,,,2J6MA,,DFGin,BLAminus,,4.524823207133453,,EGFR,TYR_EGFR_HUMAN,,Type1,30,,,False,True,,1.6293184757232666,v9_addendum_latent,78.54350280761719,41.333526611328125
,,,,,,PPE,,,,4RFZA,,DFGin,BLBplus,,4.238168966654469,,BTK,TYR_BTK_HUMAN,,Type1,29,,,False,True,,1.629361867904663,v9_addendum_latent,-14.993216514587402,-1.1940138339996338
,,,,,,PPE,,,,6BKHA,,DFGin,BLBplus,,4.316862729107353,,BTK,TYR_BTK_HUMAN,,Type1,29,,,False,True,,1.6297118663787842,v9_addendum_comprehensive,-14.769049644470217,-3.956697225570679
,,,,,,PPE,,,,4OT6A,,DFGin,BLBplus,,4.21899326195246,,BTK,TYR_BTK_HUMAN,,Type1,29,,,False,True,,1.629923939704895,v9_addendum_latent,-13.8666410446167,-1.299324870109558
,,,,,,PPE,,,,5P9KA,,DFGin,BLBplus,,4.198322671771645,,BTK,TYR_BTK_HUMAN,,Type1,29,,,False,True,,1.6302028894424438,v9_addendum_comprehensive,-13.731203079223633,-2.684048652648926
,,,,,,AIE,,,,6I82B,,DFGin,BLAminus,,4.3505910958882845,,RET,TYR_RET_HUMAN,,Type1,30,,,False,True,,1.6309678554534912,v9_addendum_litsearch,67.50931549072266,37.54450225830078
,,,,,,PPE,,,,5ORNA,,DFGin,BLAminus,,4.864486859347631,,AURKA,CAMK_AURKA_HUMAN,,"ATPlike,Allosteric",26,,,False,True,,1.632697582244873,v9_addendum_latent,28.215030670166016,36.62451553344727
,,,,,,PPE,,,,6BLNA,,DFGin,BLBplus,,4.319417007247042,,BTK,TYR_BTK_HUMAN,,Type1,29,,,False,True,,1.633061408996582,v9_addendum_latent,-14.77468204498291,-3.762274742126465
,,,,,,ALE,,,,4ZJVA,,DFGout,BBAminus,,4.53701366566453,,EGFR,TYR_EGFR_HUMAN,,No_ligand,30,,,False,True,,1.6331329345703125,v9_addendum_comprehensive,88.8077392578125,42.62734222412109
,,,,,,PPE,,,,6OMUA,,DFGin,BLBplus,,4.201492128669652,,BTK,TYR_BTK_HUMAN,,Type1.5_Back,29,,,False,True,,1.6337714195251465,v9_addendum_comprehensive,-13.736539840698242,-3.319236516952514
,,,,,,PPE,,,,8EJBA,,DFGin,BLBplus,,4.225558245224155,,BTK,TYR_BTK_HUMAN,,"Type1,Allosteric",29,,,False,True,,1.6337852478027344,v9_addendum_comprehensive,-15.130783081054688,-3.994168519973755
,,,,,,PPE,,,,6N9PA,,DFGin,BLBplus,,4.211682919893104,,BTK,TYR_BTK_HUMAN,,Type1.5_Back,29,,,False,True,,1.633967399597168,v9_addendum_latent,-13.834874153137209,-1.7800359725952148
,,,,,,PPE,,,,7KXNA,,DFGin,BLBplus,,4.235617972137015,,BTK,TYR_BTK_HUMAN,,Type1,29,,,False,True,,1.6353399753570557,v9_addendum_latent,-14.233135223388672,-1.1368449926376345
,,,,,,PPE,,,,7L5PB,,DFGin,BLBplus,,4.269152157364252,,BTK,TYR_BTK_HUMAN,,Type1.5_Back,29,,,False,True,,1.6356526613235474,v9_addendum_comprehensive,-15.287714958190918,-0.2559519410133362
,,,,,,APE,,,,9S9TA,,DFGin,None,,4.9515092985304685,,PRKCB,AGC_PRKCB_HUMAN,,Type1,28,,,False,True,,1.635877251625061,v9_addendum_comprehensive,141.1384735107422,104.10059356689452
,,,,,,PPE,,,,7L5OA,,DFGin,BLBplus,,4.207320758504882,,BTK,TYR_BTK_HUMAN,,Type1.5_Back,29,,,False,True,,1.6362756490707395,v9_addendum_latent,-13.580801963806152,-2.39359712600708
,,,,,,PPE,,,,5VGOA,,DFGin,BLBplus,,4.3216282082260085,,BTK,TYR_BTK_HUMAN,,Type1,29,,,False,True,,1.637394666671753,v9_addendum_latent,-15.306760787963867,-3.724876165390015
,,,,,,PPE,,,,4OTFA,,DFGin,BLBplus,,4.312183813348073,,BTK,TYR_BTK_HUMAN,,Type1,29,,,False,True,,1.6374703645706177,v9_addendum_latent,-15.474373817443848,-3.716116189956665
,,,,,,ALE,,,,7LGSA,,DFGin,BLAminus,,4.631765698714133,,EGFR,TYR_EGFR_HUMAN,,Type1,30,,,False,True,,1.6378618478775024,v9_addendum_comprehensive,93.66620635986328,44.86279296875
,,,,,,PPE,,,,4RX5A,,DFGin,BLBplus,,4.33251156371137,,BTK,TYR_BTK_HUMAN,,Type1,29,,,False,True,,1.6387171745300293,v9_addendum_comprehensive,-15.10547924041748,-2.391967535018921
,,,,,,ALE,,,,8TJLA,,DFGin,BLAminus,,4.563272873644785,,EGFR,TYR_EGFR_HUMAN,,Type1,30,,,False,True,,1.638774871826172,v9_addendum_latent,78.37167358398438,40.66717147827149
,,,,,,PPE,,,,7KXOA,,DFGin,BLBplus,,4.242863893082564,,BTK,TYR_BTK_HUMAN,,Type1,29,,,False,True,,1.6393210887908936,v9_addendum_comprehensive,-15.190906524658203,-1.45501446723938
,,,,,,PPE,,,,5ORZA,,DFGin,BLAminus,,4.863525272847396,,AURKA,CAMK_AURKA_HUMAN,,"ATPlike,Allosteric",26,,,False,True,,1.639517068862915,v9_addendum_litsearch,30.33012580871582,38.87848663330078
,,,,,,ALE,,,,8F1HA,,DFGin,BLAminus,,4.587731738770576,,EGFR,TYR_EGFR_HUMAN,,Type1,30,,,False,True,,1.639789342880249,v9_addendum_comprehensive,91.47834014892578,44.27001953125
,,,,,,ALE,,,,3VJNA,,DFGin,BLAminus,,4.536727487026987,,EGFR,TYR_EGFR_HUMAN,,ATPlike,30,,,False,True,,1.6406362056732178,v9_addendum_comprehensive,88.66507720947266,46.971099853515625
,,,,,,APE,,,,9EJLB,,DFGin,BLAminus,,4.612590449968118,,PRKCI,AGC_PRKCI_HUMAN,,No_ligand,28,,,False,True,,1.641791582107544,v9_addendum_comprehensive,148.67662048339844,101.3839340209961
,,,,,,ALE,,,,8D73B,,DFGin,BLAminus,,4.555316194991425,,EGFR,TYR_EGFR_HUMAN,,Type1.5_Back,30,,,False,True,,1.6420130729675293,v9_addendum_comprehensive,93.41680908203124,44.09176254272461
,,,,,,ALE,,,,5HG5A,,DFGout,BBAminus,,4.544457528152823,,EGFR,TYR_EGFR_HUMAN,,Type1,30,,,False,True,,1.6427936553955078,v9_addendum_latent,91.10700988769533,43.62760925292969
,,,,,,ALE,,,,4TKSA,,DFGin,BLAminus,,4.540775625595283,,EGFR,TYR_EGFR_HUMAN,,No_ligand,30,,,False,True,,1.6440207958221436,v9_addendum_latent,89.69400024414062,42.53650665283203
,,,,,,ALE,,,,2GS6A,,DFGin,BLAminus,,4.539844587177766,,EGFR,TYR_EGFR_HUMAN,,No_ligand,30,,,False,True,,1.645117998123169,v9_addendum_latent,91.0838851928711,45.02492141723633
,,,,,,ALE,,,,8HV8A,,DFGin,BLAminus,,4.620918558868109,,EGFR,TYR_EGFR_HUMAN,,"Allosteric,Type1",30,,,False,True,,1.6457622051239014,v9_addendum_latent,82.90296173095703,42.49293899536133
,,,,,,PPE,,,,6AUAA,,DFGin,BLBplus,,4.314584557663185,,BTK,TYR_BTK_HUMAN,,Type1,29,,,False,True,,1.6457890272140503,v9_addendum_latent,-15.789718627929688,-3.977572679519653
,,,,,,PPE,,,,6X3OA,,DFGin,BLBplus,,4.207055185942942,,BTK,TYR_BTK_HUMAN,,"Type1.5_Front,Allosteric",29,,,False,True,,1.646158218383789,v9_addendum_latent,-14.647224426269531,-1.9660239219665527
,,,,,,ALE,,,,4RIXD,,DFGin,None,,4.542273052007907,,EGFR,TYR_EGFR_HUMAN,,ATPlike,30,,,False,True,,1.646186351776123,v9_addendum_comprehensive,88.8853530883789,45.3867301940918
,,,,,,PPE,,,,7R60A,,DFGin,BLBplus,,4.16828768861614,,BTK,TYR_BTK_HUMAN,,Type1.5_Back,29,,,False,True,,1.6468099355697632,v9_addendum_comprehensive,-13.790164947509766,-2.215686321258545
,,,,,,ALE,,,,4I21A,,DFGout,None,,4.521574654627556,,EGFR,TYR_EGFR_HUMAN,,No_ligand,30,,,False,True,,1.6469146013259888,v9_addendum_comprehensive,83.4878921508789,41.34096908569336
,,,,,,APE,,,,7KHKA,,DFGin,BLAminus,,4.324550893116362,,KIT,TYR_KIT_HUMAN,,Type1,30,,,False,True,,1.647349834442139,v9_addendum_comprehensive,73.3381576538086,38.83005905151367
,,,,,,PPE,,,,4OT5A,,DFGin,BLBplus,,4.220655426568686,,BTK,TYR_BTK_HUMAN,,Type1,29,,,False,True,,1.6485329866409302,v9_addendum_latent,-15.122711181640623,-0.9486923217773438
,,,,,,ALE,,,,8HV9A,,DFGin,BLAminus,,4.646756443742402,,EGFR,TYR_EGFR_HUMAN,,"Allosteric,Type1",30,,,False,True,,1.6490119695663452,v9_addendum_latent,83.34857177734375,43.22464370727539
,,,,,,ALE,,,,7JXHH,,DFGin,None,,4.488616084979867,,ERBB2,TYR_ERBB2_HUMAN,,Type1.5_Back,30,,,False,True,,1.6491779088974,v9_addendum_latent,85.84454345703125,50.62534713745117
,,,,,,PPE,,,,5ORWA,,DFGin,BLAminus,,4.87118497265542,,AURKA,CAMK_AURKA_HUMAN,,"ATPlike,Allosteric",26,,,False,True,,1.6510059833526611,v9_addendum_litsearch,29.19624900817871,38.62907028198242
,,,,,,PPE,,,,6BIKA,,DFGin,BLBplus,,4.305819826661842,,BTK,TYR_BTK_HUMAN,,Type1,29,,,False,True,,1.6511908769607544,v9_addendum_latent,-15.443107604980469,-3.31483006477356
,,,,,,PPE,,,,5VFIA,,DFGin,BLBplus,,4.247920523448868,,BTK,TYR_BTK_HUMAN,,Type1,29,,,False,True,,1.6513700485229492,v9_addendum_comprehensive,-15.635638236999512,-2.2981107234954834
,,,,,,PPE,,,,6AUBA,,DFGin,BLBplus,,4.307653492473665,,BTK,TYR_BTK_HUMAN,,Type1,29,,,False,True,,1.652228593826294,v9_addendum_latent,-15.40396785736084,-3.9374301433563232
,,,,,,PPE,,,,4CXAC,,DFGin,BLAminus,,4.710586129717572,,CDK12,CMGC_CDK12_HUMAN,,No_ligand,29,,,False,True,,1.6522976160049438,v9_addendum_latent,80.52424621582031,101.25000762939452
,,,,,,PPE,,,,4OTQA,,DFGin,BLBplus,,4.228988409327672,,BTK,TYR_BTK_HUMAN,,Type1,29,,,False,True,,1.652733564376831,v9_addendum_latent,-14.75411891937256,-1.1512455940246582
,,,,,,PPE,,,,6S90A,,DFGin,BLBplus,,4.372321974731629,,BTK,TYR_BTK_HUMAN,,Type1,29,,,False,True,,1.653429388999939,v9_addendum_comprehensive,-15.115617752075195,-2.4819343090057373
,,,,,,PPE,,,,5ZZ4B,,DFGin,BLBplus,,4.278332382204126,,BTK,TYR_BTK_HUMAN,,Type1,29,,,False,True,,1.6534903049468994,v9_addendum_latent,-14.797428131103516,-3.011028289794922
,,,,,,PPE,,,,3UP7A,,DFGin,BLAminus,,4.872362231358529,,AURKA,CAMK_AURKA_HUMAN,,Type1,26,,,False,True,,1.6537649631500244,v9_addendum_latent,24.32060813903809,36.06257247924805
,,,,,,PPE,,,,5OS5A,,DFGin,BLAminus,,4.888238522847729,,AURKA,CAMK_AURKA_HUMAN,,"ATPlike,Allosteric",26,,,False,True,,1.6549186706542969,v9_addendum_litsearch,29.24641799926757,37.770755767822266
,,,,,,PPE,,,,6J6MA,,DFGin,BLBplus,,4.1890250144572105,,BTK,TYR_BTK_HUMAN,,Type1.5_Back,29,,,False,True,,1.654937982559204,v9_addendum_latent,-13.5838041305542,-3.3872628211975098
,,,,,,ALE,,,,6JZ0A,,DFGin,BLAminus,,4.545268980512519,,EGFR,TYR_EGFR_HUMAN,,Type1,30,,,False,True,,1.6580060720443726,v9_addendum_latent,91.72808074951172,42.474388122558594
,,,,,,PPE,,,,6BKEA,,DFGin,BLBplus,,4.356698828001912,,BTK,TYR_BTK_HUMAN,,Type1,29,,,False,True,,1.658053636550903,v9_addendum_latent,-14.786900520324709,-4.3153510093688965
,,,,,,ALE,,,,4I20A,,DFGout,None,,4.515858722450415,,EGFR,TYR_EGFR_HUMAN,,No_ligand,30,,,False,True,,1.6587636470794678,v9_addendum_comprehensive,89.29898071289062,42.94987487792969
,,,,,,ALE,,,,5X26A,,DFGin,BLAminus,,4.5579380230570825,,EGFR,TYR_EGFR_HUMAN,,Type1,30,,,False,True,,1.659215807914734,v9_addendum_comprehensive,2.798093318939209,85.07471466064453
,,,,,,ALE,,,,6S8AA,,DFGin,BLAminus,,4.636696808882641,,EGFR,TYR_EGFR_HUMAN,,Type1,30,,,False,True,,1.6594560146331787,v9_addendum_latent,88.69853973388672,45.59278869628906
,,,,,,ALE,,,,4WKQA,,DFGin,BLAminus,,4.51017921379868,,EGFR,TYR_EGFR_HUMAN,,Type1,30,,,False,True,,1.6601252555847168,v9_addendum_comprehensive,95.7228775024414,43.90079116821289
,,,,,,PPE,,,,8FLNA,,DFGin,BLBplus,,4.292150432698298,,BTK,TYR_BTK_HUMAN,,"Type1.5_Front,Allosteric",29,,,False,True,,1.6602818965911863,v9_addendum_comprehensive,-13.705089569091797,-0.99857759475708
,,,,,,ALE,,,,6S89A,,DFGin,BLAminus,,4.612285341698362,,EGFR,TYR_EGFR_HUMAN,,Type1,30,,,False,True,,1.6606066226959229,v9_addendum_latent,88.46443176269531,45.9539794921875
,,,,,,PPE,,,,5ZZ4D,,DFGin,BLBplus,,4.306334352710755,,BTK,TYR_BTK_HUMAN,,Type1,29,,,False,True,,1.6606369018554688,v9_addendum_comprehensive,-15.432546615600586,-2.6588375568389893
,,,,,,ALE,,,,8D73A,,DFGin,BLAminus,,4.544867505921792,,EGFR,TYR_EGFR_HUMAN,,Type1.5_Back,30,,,False,True,,1.6612738370895386,v9_addendum_comprehensive,92.00037384033205,42.63582611083984
,,,,,,PPE,,,,4RG0A,,DFGin,BLBplus,,4.252617299313155,,BTK,TYR_BTK_HUMAN,,Type1,29,,,False,True,,1.6613492965698242,v9_addendum_latent,-14.524629592895508,-1.942996501922608
,,,,,,ALE,,,,4RIWD,,DFGin,None,,4.547648044124996,,EGFR,TYR_EGFR_HUMAN,,ATPlike,30,,,False,True,,1.6615458726882937,v9_addendum_comprehensive,91.9453125,45.3582763671875
,,,,,,ALE,,,,7A6IA,,DFGin,BLAminus,,4.519141096106706,,EGFR,TYR_EGFR_HUMAN,,Type1,30,,,False,True,,1.662007212638855,v9_addendum_comprehensive,84.48643493652344,48.86827087402344
,,,,,,PPE,,,,5OS3A,,DFGin,BLAminus,,4.864142863427088,,AURKA,CAMK_AURKA_HUMAN,,"ATPlike,Allosteric",26,,,False,True,,1.6621208190917969,v9_addendum_latent,28.796539306640625,37.46420669555664
,,,,,,PPE,,,,6W07A,,DFGin,BLBplus,,4.1997822929155895,,BTK,TYR_BTK_HUMAN,,Type1,29,,,False,True,,1.6622668504714966,v9_addendum_comprehensive,-14.882987022399902,-4.468696594238281
,,,,,,PPE,,,,3UO5A,,DFGin,BLAminus,,4.888697271769038,,AURKA,CAMK_AURKA_HUMAN,,Type1,26,,,False,True,,1.663261890411377,v9_addendum_comprehensive,21.343162536621094,45.78915023803711
,,,,,,PPE,,,,5ORPA,,DFGin,BLAminus,,4.868758419441225,,AURKA,CAMK_AURKA_HUMAN,,"ATPlike,Allosteric",26,,,False,True,,1.6642524003982544,v9_addendum_latent,28.76861953735352,39.38545989990234
,,,,,,AIE,,,,6NECA,,DFGin,BLAminus,,4.410309186983126,,RET,TYR_RET_HUMAN,,Type1.5_Back,30,,,False,True,,1.66461181640625,v9_addendum_litsearch,67.31358337402344,37.93683624267578
,,,,,,PPE,,,,5ORVA,,DFGin,BLAminus,,4.863848007412236,,AURKA,CAMK_AURKA_HUMAN,,"ATPlike,Allosteric",26,,,False,True,,1.664773941040039,v9_addendum_comprehensive,28.7348575592041,37.789527893066406
,,,,,,APE,,,,8Z5QG,,DFGin,BLAminus,,4.361822813719684,,PHKG1,CAMK_PHKG1_HUMAN,,No_ligand,27,,,False,True,,1.6648359298706057,v9_addendum_comprehensive,154.21728515625,87.85855865478516
,,,,,,APE,,,,9HIYJ,,DFGin,BLAminus,,4.701683670486176,,CDK7,CMGC_CDK7_HUMAN,,ATPlike,28,,,False,True,,1.6649507284164429,v9_addendum_comprehensive,73.35459899902344,110.92236328125
,,,,,,PPE,,,,4UN0D,,DFGin,BLAminus,,4.7076717390064005,,CDK12,CMGC_CDK12_HUMAN,,No_ligand,29,,,False,True,,1.6659826040267944,v9_addendum_latent,46.18482208251953,126.05104064941406
,,,,,,PPE,,,,6NZMA,,DFGin,BLBplus,,4.2018717599574025,,BTK,TYR_BTK_HUMAN,,Type1,29,,,False,True,,1.6664094924926758,v9_addendum_latent,-14.130579948425291,-0.8813525438308716
,,,,,,PPE,,,,5OSDA,,DFGin,BLAminus,,4.891163385049073,,AURKA,CAMK_AURKA_HUMAN,,"ATPlike,Allosteric",26,,,False,True,,1.66658616065979,v9_addendum_litsearch,28.99961280822754,38.55276870727539
,,,,,,PPE,,,,3BLRA,,DFGin,BLAminus,,4.793233743506037,,CDK9,CMGC_CDK9_HUMAN,,Type1,32,,,False,True,,1.6669747829437256,v9_addendum_latent,89.12646484375,122.7853012084961
,,,,,,PPE,,,,5ZZ4E,,DFGin,BLBplus,,4.29486082140176,,BTK,TYR_BTK_HUMAN,,Type1,29,,,False,True,,1.6670069694519043,v9_addendum_latent,-15.731304168701172,-2.8753373622894287
,,,,,,ALE,,,,4LI5A,,DFGin,BLAminus,,4.564821602692541,,EGFR,TYR_EGFR_HUMAN,,Type1,30,,,False,True,,1.6681029796600342,v9_addendum_latent,96.75469970703124,45.70938873291016
,,,,,,ALE,,,,9BY6A,,DFGin,BLAminus,,4.604081650307133,,EGFR,TYR_EGFR_HUMAN,,"Allosteric,Type1",30,,,False,True,,1.6684961318969729,v9_addendum_latent,88.33938598632812,42.2082405090332
,,,,,,PPE,,,,6S90B,,DFGin,BLBplus,,4.269770801491774,,BTK,TYR_BTK_HUMAN,,Type1,29,,,False,True,,1.6686179637908936,v9_addendum_comprehensive,-15.380373001098633,-3.69088363647461
,,,,,,PPE,,,,5ZZ4F,,DFGin,BLBplus,,4.293505390280302,,BTK,TYR_BTK_HUMAN,,Type1,29,,,False,True,,1.6687736511230469,v9_addendum_comprehensive,-14.091353416442873,-3.6462478637695312
,,,,,,PPE,,,,7L5PA,,DFGin,BLBplus,,4.207637372489128,,BTK,TYR_BTK_HUMAN,,Type1.5_Back,29,,,False,True,,1.6702444553375244,v9_addendum_latent,-13.918898582458496,-0.6263281106948853
,,,,,,PPE,,,,6W8IC,,DFGin,BLBplus,,4.334675369096712,,BTK,TYR_BTK_HUMAN,,Type1.5_Back,29,,,False,True,,1.670627474784851,v9_addendum_comprehensive,-15.807693481445312,-2.268308162689209
,,,,,,PPE,,,,5OS4A,,DFGin,BLAminus,,4.862551413426441,,AURKA,CAMK_AURKA_HUMAN,,"ATPlike,Allosteric",26,,,False,True,,1.6706914901733398,v9_addendum_comprehensive,28.48137283325196,39.24452590942383
,,,,,,APE,,,,8Z5QK,,DFGin,BLAminus,,4.375321816621488,,PHKG1,CAMK_PHKG1_HUMAN,,No_ligand,27,,,False,True,,1.6729658842086792,v9_addendum_comprehensive,155.3227081298828,87.12141418457031
,,,,,,PPE,,,,5P9FA,,DFGin,BLBplus,,4.235939324895098,,BTK,TYR_BTK_HUMAN,,Type1,29,,,False,True,,1.673065423965454,v9_addendum_latent,-15.10515022277832,-1.9511611461639404
,,,,,,ALE,,,,6VH4A,,DFGin,BLAminus,,4.554122001827967,,EGFR,TYR_EGFR_HUMAN,,Type1,30,,,False,True,,1.6737432479858398,v9_addendum_latent,78.55028533935547,38.65470504760742
,,,,,,ALE,,,,7ZYPA,,DFGin,BLAminus,,4.573420231365763,,EGFR,TYR_EGFR_HUMAN,,Type1,30,,,False,True,,1.6747947931289673,v9_addendum_comprehensive,91.11184692382812,45.4399299621582
,,,,,,PPE,,,,5KUPA,,DFGin,BLBplus,,4.321886782535301,,BTK,TYR_BTK_HUMAN,,Type1,29,,,False,True,,1.6754474639892578,v9_addendum_comprehensive,-15.327552795410156,-2.1113855838775635
,,,,,,ALE,,,,8F1ZA,,DFGin,BLAminus,,4.570757468257407,,EGFR,TYR_EGFR_HUMAN,,Type1.5_Back,30,,,False,True,,1.6759759187698364,v9_addendum_comprehensive,88.09252166748047,41.58965301513672
,,,,,,PPE,,,,5ORTA,,DFGin,BLAminus,,4.887814689463415,,AURKA,CAMK_AURKA_HUMAN,,"ATPlike,Allosteric",26,,,False,True,,1.6764707565307615,v9_addendum_comprehensive,27.79190826416016,37.83080673217773
,,,,,,APE,,,,8Z5QC,,DFGin,BLAminus,,4.355354151670024,,PHKG1,CAMK_PHKG1_HUMAN,,No_ligand,27,,,False,True,,1.6771125793457031,v9_addendum_comprehensive,154.62110900878906,87.70767211914062
,,,,,,PPE,,,,5OS6A,,DFGin,BLAminus,,4.863632249506273,,AURKA,CAMK_AURKA_HUMAN,,"ATPlike,Allosteric",26,,,False,True,,1.6778321266174316,v9_addendum_latent,27.641019821166992,38.769527435302734
,,,,,,ALE,,,,5UGBA,,DFGin,BLAminus,,4.5617115686842205,,EGFR,TYR_EGFR_HUMAN,,Type1,30,,,False,True,,1.6785415410995483,v9_addendum_comprehensive,94.90313720703124,43.45452117919922
,,,,,,PPE,,,,7KXPA,,DFGin,BLBplus,,4.233723645149736,,BTK,TYR_BTK_HUMAN,,Type1,29,,,False,True,,1.6787686347961426,v9_addendum_latent,-14.06289768218994,-0.7586867809295654
,,,,,,PPE,,,,6R4DA,,DFGin,BLAminus,,4.860728670595626,,AURKA,CAMK_AURKA_HUMAN,,"ATPlike,Allosteric",26,,,False,True,,1.6802845001220703,v9_addendum_comprehensive,30.39044189453125,41.87569808959961
